StichtagDatJahr,DatenstandCd,HalterId,AlterV10Cd,AlterV10Lang,AlterV10Sort,SexCd,SexLang,SexSort,KreisCd,KreisLang,KreisSort,QuarCd,QuarLang,QuarSort,Rasse1Text,Rasse2Text,RasseMischlingCd,RasseMischlingLang,RasseMischlingSort,RassentypCd,RassentypLang,RassentypSort,GebDatHundJahr,AlterVHundCd,AlterVHundLang,AlterVHundSort,SexHundCd,SexHundLang,SexHundSort,HundefarbeText,AnzHunde
2023,P,153751,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Lagotto Romagnolo,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,153753,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,schwarz/braun/rot,1
2023,P,153759,20,20- bis 29-Jährige,3,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2012,10,10-Jährige,10,2,weiblich,2,schwarz,1
2023,P,153774,40,40- bis 49-Jährige,5,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Mudi,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,blue/merle,1
2023,P,153775,40,40- bis 49-Jährige,5,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Australian Cattle Dog,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,blue,1
2023,P,153777,20,20- bis 29-Jährige,3,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2019,3,3-Jährige,3,2,weiblich,2,hellbraun,1
2023,P,153780,40,40- bis 49-Jährige,5,1,männlich,1,11,Kreis 11,11,111,Affoltern,111,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,weiss,1
2023,P,153783,60,60- bis 69-Jährige,7,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Labrador,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2017,5,5-Jährige,5,1,männlich,1,schwarz,1
2023,P,153784,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Parson Russell Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss/rot,1
2023,P,153799,20,20- bis 29-Jährige,3,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,rot,1
2023,P,153800,40,40- bis 49-Jährige,5,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Epagneul Breton (Bretonischer Vorstehhund),Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2018,4,4-Jährige,4,1,männlich,1,weiss/braun,1
2023,P,153803,40,40- bis 49-Jährige,5,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss/schwarz/braun,1
2023,P,153817,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2016,6,6-Jährige,6,1,männlich,1,braun,1
2023,P,153825,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2015,7,7-Jährige,7,1,männlich,1,brindle,1
2023,P,153826,30,30- bis 39-Jährige,4,1,männlich,1,3,Kreis 3,3,34,Sihlfeld,34,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,grau/schwarz,1
2023,P,153827,70,70- bis 79-Jährige,8,1,männlich,1,7,Kreis 7,7,74,Witikon,74,Collie,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2011,11,11-Jährige,11,1,männlich,1,sable,1
2023,P,153829,30,30- bis 39-Jährige,4,2,weiblich,2,4,Kreis 4,4,42,Langstrasse,42,Deutscher Kleinspitz,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,beige,1
2023,P,153829,30,30- bis 39-Jährige,4,2,weiblich,2,4,Kreis 4,4,42,Langstrasse,42,Deutscher Kleinspitz,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,fawn,1
2023,P,153847,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,schoko,1
2023,P,153854,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Border Collie,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2012,10,10-Jährige,10,2,weiblich,2,schwarz/weiss,1
2023,P,153857,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/weiss,1
2023,P,153862,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2018,4,4-Jährige,4,1,männlich,1,weiss/braun,1
2023,P,153864,60,60- bis 69-Jährige,7,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Border Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,153866,30,30- bis 39-Jährige,4,2,weiblich,2,8,Kreis 8,8,81,Seefeld,81,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,schwarz/braun/rot,1
2023,P,153867,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Beagle,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,tricolor,1
2023,P,153868,40,40- bis 49-Jährige,5,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Zwergpudel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,Harlekin,1
2023,P,153869,40,40- bis 49-Jährige,5,1,männlich,1,3,Kreis 3,3,31,Alt-Wiedikon,31,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,fawn,1
2023,P,153870,40,40- bis 49-Jährige,5,1,männlich,1,12,Kreis 12,12,121,Saatlen,121,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,schwarz,1
2023,P,153871,60,60- bis 69-Jährige,7,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,creme,1
2023,P,153872,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,brindle,1
2023,P,153874,30,30- bis 39-Jährige,4,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Border Collie,Australian Shepherd,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,blue/merle,1
2023,P,153876,40,40- bis 49-Jährige,5,1,männlich,1,7,Kreis 7,7,74,Witikon,74,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,gelb,1
2023,P,153877,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,schoko,1
2023,P,153891,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,saufarben,1
2023,P,153892,30,30- bis 39-Jährige,4,1,männlich,1,8,Kreis 8,8,82,Mühlebach,82,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/weiss,1
2023,P,153894,30,30- bis 39-Jährige,4,2,weiblich,2,5,Kreis 5,5,51,Gewerbeschule,51,Dachshund,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2007,15,15-Jährige,15,1,männlich,1,braun,1
2023,P,153902,40,40- bis 49-Jährige,5,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,153905,30,30- bis 39-Jährige,4,1,männlich,1,3,Kreis 3,3,31,Alt-Wiedikon,31,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,rot,1
2023,P,153908,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Galgo Espanol,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2016,6,6-Jährige,6,1,männlich,1,hellbraun,1
2023,P,153912,70,70- bis 79-Jährige,8,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Cairn Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,rot,1
2023,P,153913,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Irish Setter,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,rot,1
2023,P,153916,30,30- bis 39-Jährige,4,1,männlich,1,10,Kreis 10,10,101,Höngg,101,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,gelb,1
2023,P,153919,40,40- bis 49-Jährige,5,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Deutscher Schäfer,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2019,3,3-Jährige,3,1,männlich,1,schwarz/braun,1
2023,P,153923,40,40- bis 49-Jährige,5,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Perro de Agua Espanol,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,weiss/schwarz,1
2023,P,153925,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,braun/weiss,1
2023,P,153927,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Australian Shepherd,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,red-tri,1
2023,P,153930,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2018,4,4-Jährige,4,2,weiblich,2,schwarz,1
2023,P,153932,40,40- bis 49-Jährige,5,1,männlich,1,10,Kreis 10,10,101,Höngg,101,Lhasa Apso,Zwergpudel,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,beige,1
2023,P,153934,30,30- bis 39-Jährige,4,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Zwergspitz,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,orange,1
2023,P,153964,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Zwergspitz,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,orange,1
2023,P,153983,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2016,6,6-Jährige,6,2,weiblich,2,weiss/schwarz,1
2023,P,153987,50,50- bis 59-Jährige,6,1,männlich,1,6,Kreis 6,6,61,Unterstrass,61,Australian Cattle Dog,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,tricolor,1
2023,P,153987,50,50- bis 59-Jährige,6,1,männlich,1,6,Kreis 6,6,61,Unterstrass,61,Australian Cattle Dog,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,tricolor,1
2023,P,153997,40,40- bis 49-Jährige,5,1,männlich,1,4,Kreis 4,4,41,Werd,41,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,braun gestromt,1
2023,P,154001,30,30- bis 39-Jährige,4,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Zwergpudel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,braun/rot,1
2023,P,154002,60,60- bis 69-Jährige,7,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Bolonka Zwetna,Zwergpudel,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,schwarz,1
2023,P,154004,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Akita,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,rot/weiss,1
2023,P,154005,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2012,10,10-Jährige,10,1,männlich,1,schwarz/weiss,1
2023,P,154021,30,30- bis 39-Jährige,4,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,weiss,1
2023,P,154022,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2011,11,11-Jährige,11,2,weiblich,2,weiss/schwarz,1
2023,P,154026,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Mops,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,beige,1
2023,P,154027,40,40- bis 49-Jährige,5,2,weiblich,2,4,Kreis 4,4,42,Langstrasse,42,Deutscher Pinscher,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/braun,1
2023,P,154029,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,rot/beige,1
2023,P,154034,70,70- bis 79-Jährige,8,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/braun,1
2023,P,154039,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2016,6,6-Jährige,6,1,männlich,1,weiss,1
2023,P,154040,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss,1
2023,P,154049,30,30- bis 39-Jährige,4,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,English Cocker Spaniel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,schwarz,1
2023,P,154051,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Yorkshire Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,schwarz/braun,1
2023,P,154053,40,40- bis 49-Jährige,5,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,foxred,1
2023,P,154067,20,20- bis 29-Jährige,3,1,männlich,1,5,Kreis 5,5,51,Gewerbeschule,51,Zwergpudel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2022,0,0-Jährige,0,1,männlich,1,black/tan,1
2023,P,154070,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Labrador Retriever,Grosspudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,schwarz,1
2023,P,154079,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2017,5,5-Jährige,5,2,weiblich,2,beige,1
2023,P,154081,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,tricolor,1
2023,P,154082,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,blue/tan,1
2023,P,154083,50,50- bis 59-Jährige,6,2,weiblich,2,4,Kreis 4,4,42,Langstrasse,42,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2017,5,5-Jährige,5,1,männlich,1,schwarz/braun,1
2023,P,154086,30,30- bis 39-Jährige,4,1,männlich,1,3,Kreis 3,3,34,Sihlfeld,34,Border Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,red grizzle,1
2023,P,154087,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,weiss,1
2023,P,154095,30,30- bis 39-Jährige,4,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2015,7,7-Jährige,7,1,männlich,1,tricolor,1
2023,P,154096,20,20- bis 29-Jährige,3,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Chihuahua,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2018,4,4-Jährige,4,1,männlich,1,schwarz/braun,1
2023,P,154097,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2019,3,3-Jährige,3,1,männlich,1,braun/schwarz,1
2023,P,154100,20,20- bis 29-Jährige,3,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Australian Shepherd,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,red-tri,1
2023,P,154102,30,30- bis 39-Jährige,4,2,weiblich,2,8,Kreis 8,8,81,Seefeld,81,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,braun/weiss/beige,1
2023,P,154103,50,50- bis 59-Jährige,6,1,männlich,1,2,Kreis 2,2,24,Enge,24,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,weiss,1
2023,P,154104,40,40- bis 49-Jährige,5,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,sandfarbig,1
2023,P,154105,30,30- bis 39-Jährige,4,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2011,11,11-Jährige,11,2,weiblich,2,braun,1
2023,P,154106,40,40- bis 49-Jährige,5,1,männlich,1,5,Kreis 5,5,52,Escher Wyss,52,Miniature American Shepard,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2017,5,5-Jährige,5,1,männlich,1,blue/merle,1
2023,P,154108,50,50- bis 59-Jährige,6,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2017,5,5-Jährige,5,2,weiblich,2,weiss/braun,1
2023,P,154109,30,30- bis 39-Jährige,4,1,männlich,1,12,Kreis 12,12,123,Hirzenbach,123,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,schwarz/braun,1
2023,P,154112,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,English Springer Spaniel,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,rot/weiss,1
2023,P,154117,30,30- bis 39-Jährige,4,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,schwarz/weiss,1
2023,P,154119,30,30- bis 39-Jährige,4,1,männlich,1,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2017,5,5-Jährige,5,1,männlich,1,schwarz/weiss,1
2023,P,154122,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,154143,30,30- bis 39-Jährige,4,2,weiblich,2,4,Kreis 4,4,42,Langstrasse,42,Miniature Australian Shepherd,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2017,5,5-Jährige,5,1,männlich,1,blue/merle,1
2023,P,154144,40,40- bis 49-Jährige,5,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,braun,1
2023,P,154146,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Canaan Dog,Border Collie,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2017,5,5-Jährige,5,2,weiblich,2,weiss/braun/schwarz,1
2023,P,154147,50,50- bis 59-Jährige,6,1,männlich,1,2,Kreis 2,2,24,Enge,24,Dachshund,Chihuahua,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,154150,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Zwergpudel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,beige,1
2023,P,154151,40,40- bis 49-Jährige,5,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss,1
2023,P,154158,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz,1
2023,P,154160,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2017,5,5-Jährige,5,1,männlich,1,beige,1
2023,P,154163,40,40- bis 49-Jährige,5,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2013,9,9-Jährige,9,2,weiblich,2,braun,1
2023,P,154164,50,50- bis 59-Jährige,6,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,zobel,1
2023,P,154164,50,50- bis 59-Jährige,6,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Shih Tzu,Bologneser,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,schwarz/weiss,1
2023,P,154165,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,English Cocker Spaniel,Beagle,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,tricolor,1
2023,P,154167,40,40- bis 49-Jährige,5,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,gelb,1
2023,P,154168,40,40- bis 49-Jährige,5,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,weiss/braun,1
2023,P,154171,40,40- bis 49-Jährige,5,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Bichon Havanais,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss,1
2023,P,154175,50,50- bis 59-Jährige,6,1,männlich,1,2,Kreis 2,2,24,Enge,24,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,beige,1
2023,P,154186,20,20- bis 29-Jährige,3,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,Rottweiler,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2022,0,0-Jährige,0,1,männlich,1,schwarz/braun,1
