StichtagDatJahr,DatenstandCd,HalterId,AlterV10Cd,AlterV10Lang,AlterV10Sort,SexCd,SexLang,SexSort,KreisCd,KreisLang,KreisSort,QuarCd,QuarLang,QuarSort,Rasse1Text,Rasse2Text,RasseMischlingCd,RasseMischlingLang,RasseMischlingSort,RassentypCd,RassentypLang,RassentypSort,GebDatHundJahr,AlterVHundCd,AlterVHundLang,AlterVHundSort,SexHundCd,SexHundLang,SexHundSort,HundefarbeText,AnzHunde
2023,P,92294,60,60- bis 69-Jährige,7,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2007,15,15-Jährige,15,2,weiblich,2,tricolor,1
2023,P,92305,60,60- bis 69-Jährige,7,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Deutsche Dogge,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,blau,1
2023,P,92310,40,40- bis 49-Jährige,5,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Maremmano,Bergamasker,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2005,17,17-Jährige,17,1,männlich,1,braun/weiss,1
2023,P,92317,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Berner Sennenhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,tricolor,1
2023,P,92368,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,weiss/schwarz,1
2023,P,92389,40,40- bis 49-Jährige,5,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Havaneser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,creme,1
2023,P,92394,70,70- bis 79-Jährige,8,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Shiba Inu,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2011,11,11-Jährige,11,2,weiblich,2,schwarz/braun,1
2023,P,92421,50,50- bis 59-Jährige,6,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Shih Tzu,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,schwarz,1
2023,P,92434,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2016,6,6-Jährige,6,1,männlich,1,braun,1
2023,P,92434,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Labrador Retriever,Rottweiler,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2007,15,15-Jährige,15,1,männlich,1,schwarz/braun,1
2023,P,92455,40,40- bis 49-Jährige,5,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss,1
2023,P,92465,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Appenzeller Sennenhund,Border Collie,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/weiss,1
2023,P,92493,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Labrador,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2013,9,9-Jährige,9,1,männlich,1,blondfarben,1
2023,P,92574,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,121,Saatlen,121,Prager Rattler,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2014,8,8-Jährige,8,2,weiblich,2,schwarz/braun,1
2023,P,92574,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,121,Saatlen,121,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2017,5,5-Jährige,5,2,weiblich,2,schwarz,2
2023,P,92575,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Windhund,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2014,8,8-Jährige,8,1,männlich,1,grau/schwarz,1
2023,P,92596,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Mops,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2016,6,6-Jährige,6,2,weiblich,2,beige,1
2023,P,92596,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Mops,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2017,5,5-Jährige,5,2,weiblich,2,beige,1
2023,P,92596,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Mops,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,schwarz,1
2023,P,92619,60,60- bis 69-Jährige,7,1,männlich,1,6,Kreis 6,6,61,Unterstrass,61,Appenzeller Sennenhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,tricolor,1
2023,P,92619,60,60- bis 69-Jährige,7,1,männlich,1,6,Kreis 6,6,61,Unterstrass,61,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2015,7,7-Jährige,7,1,männlich,1,sable,1
2023,P,92641,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2016,6,6-Jährige,6,1,männlich,1,tricolor,1
2023,P,92711,60,60- bis 69-Jährige,7,1,männlich,1,4,Kreis 4,4,41,Werd,41,Labrador Retriever,Appenzeller Sennenhund,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2008,14,14-Jährige,14,1,männlich,1,golden,1
2023,P,92844,60,60- bis 69-Jährige,7,1,männlich,1,5,Kreis 5,5,52,Escher Wyss,52,Bulldog,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2019,3,3-Jährige,3,1,männlich,1,braun,1
2023,P,92896,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Kooikerhondje,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,weiss/braun,1
2023,P,92902,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2018,4,4-Jährige,4,1,männlich,1,beige/schwarz,1
2023,P,92974,40,40- bis 49-Jährige,5,1,männlich,1,4,Kreis 4,4,41,Werd,41,Bergamasker,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2008,14,14-Jährige,14,1,männlich,1,grau/braun/schwarz,1
2023,P,92975,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2011,11,11-Jährige,11,1,männlich,1,braun,1
2023,P,92986,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Entlebucher Sennenhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2016,6,6-Jährige,6,1,männlich,1,tricolor,1
2023,P,92994,80,80- bis 89-Jährige,9,1,männlich,1,8,Kreis 8,8,83,Weinegg,83,Spitz,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2007,15,15-Jährige,15,1,männlich,1,weiss,1
2023,P,93016,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Griffon,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2012,10,10-Jährige,10,1,männlich,1,beige/braun,1
2023,P,93018,40,40- bis 49-Jährige,5,1,männlich,1,7,Kreis 7,7,71,Fluntern,71,Border Collie,Labrador,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,schwarz,1
2023,P,93035,80,80- bis 89-Jährige,9,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Jack Russel Terrier,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2013,9,9-Jährige,9,2,weiblich,2,grau/braun/weiss,1
2023,P,93055,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Rehpinscher,Zwergpinscher,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2011,11,11-Jährige,11,2,weiblich,2,rehbraun,1
2023,P,93071,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Havaneser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2015,7,7-Jährige,7,2,weiblich,2,schwarz/weiss,1
2023,P,93089,70,70- bis 79-Jährige,8,1,männlich,1,11,Kreis 11,11,111,Affoltern,111,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,tricolor,1
2023,P,93091,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,schwarz,1
2023,P,93139,60,60- bis 69-Jährige,7,1,männlich,1,10,Kreis 10,10,101,Höngg,101,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2016,6,6-Jährige,6,2,weiblich,2,schwarz/weiss,1
2023,P,93164,80,80- bis 89-Jährige,9,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2014,8,8-Jährige,8,1,männlich,1,schwarz/weiss,1
2023,P,93177,40,40- bis 49-Jährige,5,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,creme,1
2023,P,93186,40,40- bis 49-Jährige,5,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Entlebucher Sennenhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/weiss/braun,1
2023,P,93203,70,70- bis 79-Jährige,8,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,saufarben,1
2023,P,93211,60,60- bis 69-Jährige,7,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Bulldog,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,rot/weiss,1
2023,P,93237,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Dogo Canario,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2015,7,7-Jährige,7,2,weiblich,2,hellbraun,1
2023,P,93237,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Greyhound,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2017,5,5-Jährige,5,1,männlich,1,schwarz,1
2023,P,93237,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2014,8,8-Jährige,8,1,männlich,1,grau/weiss,1
2023,P,93238,60,60- bis 69-Jährige,7,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,1,männlich,1,braun,1
2023,P,93239,60,60- bis 69-Jährige,7,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Labrador Retriever,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2012,10,10-Jährige,10,1,männlich,1,schwarz,1
2023,P,93253,40,40- bis 49-Jährige,5,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Pekingese,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,1,männlich,1,braun/schwarz,1
2023,P,93257,40,40- bis 49-Jährige,5,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Labrador Retriever,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2008,14,14-Jährige,14,1,männlich,1,braun/schwarz/grau,1
2023,P,93278,50,50- bis 59-Jährige,6,2,weiblich,2,8,Kreis 8,8,83,Weinegg,83,Foxterrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,1,männlich,1,tricolor,1
2023,P,93294,40,40- bis 49-Jährige,5,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Magyar Viszla,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,93299,60,60- bis 69-Jährige,7,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Russischer schwarzer Terrier,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2014,8,8-Jährige,8,1,männlich,1,schwarz,1
2023,P,93302,40,40- bis 49-Jährige,5,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Parson Russell Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,weiss/rot,1
2023,P,93307,50,50- bis 59-Jährige,6,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Tschechoslowakischer Wolfshund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2018,4,4-Jährige,4,1,männlich,1,grau,1
2023,P,93358,70,70- bis 79-Jährige,8,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2007,15,15-Jährige,15,1,männlich,1,tricolor,1
2023,P,93400,30,30- bis 39-Jährige,4,1,männlich,1,3,Kreis 3,3,34,Sihlfeld,34,Appenzeller,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2007,15,15-Jährige,15,1,männlich,1,schwarz/weiss,1
2023,P,93406,50,50- bis 59-Jährige,6,1,männlich,1,10,Kreis 10,10,102,Wipkingen,102,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,weiss/schwarz,1
2023,P,93463,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Braque d'Auvergne,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/weiss,1
2023,P,93500,50,50- bis 59-Jährige,6,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Yorkshire Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2022,0,0-Jährige,0,2,weiblich,2,black/tan,1
2023,P,93527,60,60- bis 69-Jährige,7,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Mops,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,beige/schwarz,1
2023,P,93531,50,50- bis 59-Jährige,6,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Zwergpinscher,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,1,männlich,1,schwarz/rot,1
2023,P,93639,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2016,6,6-Jährige,6,2,weiblich,2,weiss/braun,1
2023,P,93664,60,60- bis 69-Jährige,7,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2010,12,12-Jährige,12,2,weiblich,2,schwarz/rot,1
2023,P,93667,50,50- bis 59-Jährige,6,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Cairn Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2010,12,12-Jährige,12,2,weiblich,2,rot,1
2023,P,93675,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2018,4,4-Jährige,4,1,männlich,1,schwarz/braun,1
2023,P,93678,999,Unbekannt,99,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,West Highland White Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,weiss,1
2023,P,93706,40,40- bis 49-Jährige,5,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2018,4,4-Jährige,4,1,männlich,1,gestromt,1
2023,P,93707,70,70- bis 79-Jährige,8,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2015,7,7-Jährige,7,1,männlich,1,rot/braun,1
2023,P,93722,70,70- bis 79-Jährige,8,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Foxterrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,1,männlich,1,tricolor,1
2023,P,93900,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2016,6,6-Jährige,6,1,männlich,1,schwarz,1
2023,P,93904,50,50- bis 59-Jährige,6,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Havaneser,Malteser,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2010,12,12-Jährige,12,2,weiblich,2,schwarz/braun,1
2023,P,93914,70,70- bis 79-Jährige,8,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2013,9,9-Jährige,9,2,weiblich,2,schwarz,1
2023,P,93928,40,40- bis 49-Jährige,5,2,weiblich,2,8,Kreis 8,8,83,Weinegg,83,Boston Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,schwarz/weiss,1
2023,P,93945,70,70- bis 79-Jährige,8,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Mops,Pinscher,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2015,7,7-Jährige,7,2,weiblich,2,beige,1
2023,P,93954,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Bichon frisé,Shih Tzu,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2018,4,4-Jährige,4,2,weiblich,2,weiss,1
2023,P,93980,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2022,0,0-Jährige,0,1,männlich,1,weiss,1
2023,P,94059,40,40- bis 49-Jährige,5,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2019,3,3-Jährige,3,2,weiblich,2,braun/weiss,1
2023,P,94100,60,60- bis 69-Jährige,7,2,weiblich,2,4,Kreis 4,4,42,Langstrasse,42,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2009,13,13-Jährige,13,1,männlich,1,braun/schwarz/weiss,1
2023,P,94160,60,60- bis 69-Jährige,7,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,schwarz,1
2023,P,94222,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Shih Tzu,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2013,9,9-Jährige,9,1,männlich,1,weiss,1
2023,P,94348,60,60- bis 69-Jährige,7,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Pekingese,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2014,8,8-Jährige,8,1,männlich,1,beige/schwarz,1
2023,P,94410,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,tricolor,1
2023,P,94410,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2009,13,13-Jährige,13,1,männlich,1,blondfarben,1
2023,P,94435,50,50- bis 59-Jährige,6,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Yorkshire Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,grau/beige,1
2023,P,94477,60,60- bis 69-Jährige,7,2,weiblich,2,8,Kreis 8,8,81,Seefeld,81,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2009,13,13-Jährige,13,1,männlich,1,black/tan,1
2023,P,94514,50,50- bis 59-Jährige,6,1,männlich,1,1,Kreis 1,1,11,Rathaus,11,Zwergdackel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2010,12,12-Jährige,12,1,männlich,1,rot,1
2023,P,94585,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Eurasier,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,grau,1
2023,P,94617,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Lagotto Romagnolo,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2008,14,14-Jährige,14,2,weiblich,2,weiss/braun,1
2023,P,94622,70,70- bis 79-Jährige,8,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,Islandhund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2017,5,5-Jährige,5,1,männlich,1,rot/weiss,1
2023,P,94627,50,50- bis 59-Jährige,6,1,männlich,1,6,Kreis 6,6,63,Oberstrass,63,Boston Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2017,5,5-Jährige,5,2,weiblich,2,braun/weiss/schwarz,1
2023,P,94640,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Tschechoslowakischer Wolfshund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,grau,1
2023,P,94655,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,24,Enge,24,Labrador Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2008,14,14-Jährige,14,2,weiblich,2,braun,1
2023,P,94682,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Cavalier King Charles Spaniel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2022,0,0-Jährige,0,2,weiblich,2,blauschimmel,1
2023,P,94693,40,40- bis 49-Jährige,5,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,schwarz/weiss,1
2023,P,94711,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Weimaraner,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2019,3,3-Jährige,3,2,weiblich,2,blau,1
2023,P,94726,40,40- bis 49-Jährige,5,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Labrador Retriever,Golden Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2016,6,6-Jährige,6,1,männlich,1,blondfarben,1
2023,P,94735,40,40- bis 49-Jährige,5,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Schäfer,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2013,9,9-Jährige,9,1,männlich,1,braun/schwarz,1
2023,P,94772,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Tibet Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,black/tan,1
2023,P,94777,60,60- bis 69-Jährige,7,2,weiblich,2,1,Kreis 1,1,11,Rathaus,11,Coton de Tulear,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2017,5,5-Jährige,5,1,männlich,1,weiss,1
2023,P,94783,50,50- bis 59-Jährige,6,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Bichon Havanais,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2010,12,12-Jährige,12,2,weiblich,2,schwarz,1
2023,P,94823,70,70- bis 79-Jährige,8,2,weiblich,2,4,Kreis 4,4,41,Werd,41,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,schwarz/weiss,1
2023,P,94844,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2008,14,14-Jährige,14,2,weiblich,2,schwarz/weiss,1
2023,P,94846,50,50- bis 59-Jährige,6,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Yorkshire Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2018,4,4-Jährige,4,1,männlich,1,black/tan,1
2023,P,94868,40,40- bis 49-Jährige,5,1,männlich,1,11,Kreis 11,11,111,Affoltern,111,Border Collie,Labrador Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,schwarz/weiss,1
2023,P,94937,50,50- bis 59-Jährige,6,2,weiblich,2,7,Kreis 7,7,71,Fluntern,71,Coton de Tulear,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,weiss,1
2023,P,94940,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2007,15,15-Jährige,15,2,weiblich,2,braun,1
2023,P,94948,40,40- bis 49-Jährige,5,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2015,7,7-Jährige,7,2,weiblich,2,braun,1
